Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Variant SKU,Variant Price,Variant Inventory Qty,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Image Src,Image Alt Text
3pcs-valvet-mattress-protector-winter-bedsheet-white,3pcs Valvet Mattress protector/Winter bedsheet-White,"<p>Plush velvet fitted mattress protector set (3 pieces) that doubles as a cosy winter bedsheet. Soft, warm and skin-friendly with a deep elasticated skirt for a snug fit, plus matching pillow covers. Colour: White.</p>",Agri Hub SA,Bedding,bedding,TRUE,VMP-WHITE-3PCS,255.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-ZxOPWLdKBv1THzYNsCdVBhKn9MN85D.png,3pcs Valvet Mattress protector/Winter bedsheet-White
3pcs-valvet-mattress-protector-winter-bedsheet-wine-red,3pcs Valvet Mattress protector/Winter bedsheet-Wine Red,"<p>Plush velvet fitted mattress protector set (3 pieces) that doubles as a cosy winter bedsheet. Soft, warm and skin-friendly with a deep elasticated skirt for a snug fit, plus matching pillow covers. Colour: Wine Red.</p>",Agri Hub SA,Bedding,bedding,TRUE,VMP-WINERED-3PCS,255.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-Vc78ajr3m81d2vqQSvxY4BHiWYvHJe.png,3pcs Valvet Mattress protector/Winter bedsheet-Wine Red
3pcs-waterproof-mattress-protector-blue,3pcs Waterproof Mattress Protector-Blue,<p>Quilted waterproof mattress protector set (3 pieces) with a soft embossed floral pattern and deep fitted skirt for a secure fit. Protects against spills and moisture while keeping the mattress fresh. Colour: Blue.</p>,Agri Hub SA,Bedding,bedding,TRUE,WMP-BLUE-3PCS,265.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-keieJy7W5BVqnFUTAAL9imcpoupLsB.png,3pcs Waterproof Mattress Protector-Blue
3pcs-waterproof-mattress-protector-camel,3pcs Waterproof Mattress Protector-Camel,<p>Quilted waterproof mattress protector set (3 pieces) with a soft embossed floral pattern and deep fitted skirt for a secure fit. Protects against spills and moisture while keeping the mattress fresh. Colour: Camel.</p>,Agri Hub SA,Bedding,bedding,TRUE,WMP-CAMEL-3PCS,265.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-k0kyJThvERPgnouIl7YXV035yNE7Yo.png,3pcs Waterproof Mattress Protector-Camel
3pcs-waterproof-mattress-protector-grey,3pcs Waterproof Mattress Protector-Grey,<p>Quilted waterproof mattress protector set (3 pieces) with a soft embossed floral pattern and deep fitted skirt for a secure fit. Protects against spills and moisture while keeping the mattress fresh. Colour: Grey.</p>,Agri Hub SA,Bedding,bedding,TRUE,WMP-GREY-3PCS,265.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-CKeqZVFCgvyqLmtu2BSgNgIZF7I4VQ.png,3pcs Waterproof Mattress Protector-Grey
3pcs-waterproof-mattress-protector-pink,3pcs Waterproof Mattress Protector-Pink,<p>Quilted waterproof mattress protector set (3 pieces) with a soft embossed floral pattern and deep fitted skirt for a secure fit. Protects against spills and moisture while keeping the mattress fresh. Colour: Pink.</p>,Agri Hub SA,Bedding,bedding,TRUE,WMP-PINK-3PCS,265.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-67f02uPicjY5dgUNw0cw3P2cy2ptnM.png,3pcs Waterproof Mattress Protector-Pink
3pcs-waterproof-mattress-protector-white,3pcs Waterproof Mattress Protector-White,<p>Quilted waterproof mattress protector set (3 pieces) with a soft embossed floral pattern and deep fitted skirt for a secure fit. Protects against spills and moisture while keeping the mattress fresh. Colour: White.</p>,Agri Hub SA,Bedding,bedding,TRUE,WMP-WHITE-3PCS,265.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/file_00000000bf6c71f49fc115d565e3460a-5eWitElXimcsiQVsCL6Rz4NB8lFPxo.jpg,3pcs Waterproof Mattress Protector-White
4-burner-gas-stove-lightweight,4 Burner Gas Stove (Lightweight),"<p>Portable 4 burner gas stove, lightweight design perfect for outdoor cooking, camping, or as a backup stove. Easy to transport and set up.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-STOVE-001,1690.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/4burner-gas-stove-light-duty.jpg,4 Burner Gas Stove (Lightweight)
4-burner-gas-stove-tabletop,4 Burner Gas Stove (Tabletop),<p>Compact 4 burner tabletop gas stove. Perfect for home kitchens or as an additional cooking surface. Durable construction with easy-to-clean surface.</p>,Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-STOVE-002,550.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/4burner-gas-stove.jpg,4 Burner Gas Stove (Tabletop)
4-in-1-rotating-vegetable-rack,4 in 1 Rotating Vegetable Rack,"<p>Multi-tier rotating vegetable storage trolley in black. 4-in-1 design for organizing fruits, vegetables, and kitchen items. Space-saving rotating mechanism.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-RACK-001,495.00,100,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/4-in-1-vegetable-rack.jpg,4 in 1 Rotating Vegetable Rack
4layers-kitchen-storage,4layers Kitchen Storage,"<p>Versatile 4-layer rotating kitchen storage rack in black metal finish. Features circular ventilated baskets that can be configured in staggered or stacked positions. Comes with lockable caster wheels for easy mobility. Perfect for storing fruits, vegetables, and kitchen essentials.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,,520.00,25,shopify,deny,manual,https://agrihubsa.co.za/products/home-living/4layers-kitchen-storage.jpg,4layers Kitchen Storage
4pcs-luxury-bread-bin-canister-set-black-silver,4pcs Luxury Bread Bin & Canister Set - Black & Silver,"<p>Retro-style 4-piece kitchen storage set featuring a bread bin plus tea, coffee and sugar canisters. Matte black finish with silver accents and lettering.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-BBCS-BLACK-SILVER,539.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-laRE1701dRtl0BwsxRvlJesd2nv9JU.png,4pcs Luxury Bread Bin & Canister Set - Black & Silver
4pcs-luxury-bread-bin-canister-set-blue-silver,4pcs Luxury Bread Bin & Canister Set - Blue & Silver,"<p>Retro-style 4-piece kitchen storage set featuring a bread bin plus tea, coffee and sugar canisters. Navy blue finish with silver accents and lettering.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-BBCS-BLUE-SILVER,539.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-iGVhZNqE0Q8o2M1m5HRyPKBcikSnzd.png,4pcs Luxury Bread Bin & Canister Set - Blue & Silver
4pcs-luxury-bread-bin-canister-set-cream-gold,4pcs Luxury Bread Bin & Canister Set - Cream & Gold,"<p>Retro-style 4-piece kitchen storage set featuring a bread bin plus tea, coffee and sugar canisters. Cream finish with luxe gold accents and lettering.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-BBCS-CREAM-GOLD,539.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-FO8zhdPaka3goYVJrh3rRIPFX3vccA.png,4pcs Luxury Bread Bin & Canister Set - Cream & Gold
4pcs-luxury-bread-bin-canister-set-cream-silver,4pcs Luxury Bread Bin & Canister Set - Cream & Silver,"<p>Retro-style 4-piece kitchen storage set featuring a bread bin plus tea, coffee and sugar canisters. Cream finish with silver accents and lettering.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-BBCS-CREAM-SILVER,539.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-12Z6WM38PqygXtKG7v0qDeiYEPZJj3.png,4pcs Luxury Bread Bin & Canister Set - Cream & Silver
4pcs-luxury-bread-bin-canister-set-grey-gold,4pcs Luxury Bread Bin & Canister Set - Grey & Gold,"<p>Retro-style 4-piece kitchen storage set featuring a bread bin plus tea, coffee and sugar canisters. Grey finish with luxe gold accents and lettering.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-BBCS-GREY-GOLD,539.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-v0cnTt3R9afGnVCcF03C1Dg1KBq7Yl.png,4pcs Luxury Bread Bin & Canister Set - Grey & Gold
4pcs-luxury-bread-bin-canister-set-grey-silver,4pcs Luxury Bread Bin & Canister Set - Grey & Silver,"<p>Retro-style 4-piece kitchen storage set featuring a bread bin plus tea, coffee and sugar canisters. Dark grey finish with silver accents and lettering.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-BBCS-GREY-SILVER,539.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-sxiPR4reyT2r80RA2Om3bvMyy3d48c.png,4pcs Luxury Bread Bin & Canister Set - Grey & Silver
4pcs-luxury-bread-bin-canister-set-red-gold,4pcs Luxury Bread Bin & Canister Set - Red & Gold,"<p>Retro-style 4-piece kitchen storage set featuring a bread bin plus tea, coffee and sugar canisters. Glossy red finish with luxe gold accents and lettering.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-BBCS-RED-GOLD,539.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-32TaIWmlQ8RtKoKAxf481B0xtWRBMU.png,4pcs Luxury Bread Bin & Canister Set - Red & Gold
4pcs-luxury-bread-bin-canister-set-red-silver,4pcs Luxury Bread Bin & Canister Set - Red & Silver,"<p>Retro-style 4-piece kitchen storage set featuring a bread bin plus tea, coffee and sugar canisters. Glossy red finish with silver accents and lettering.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-BBCS-RED-SILVER,539.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-mDSkIfFIMbFWXGkZxc2YO8OFsar0kF.png,4pcs Luxury Bread Bin & Canister Set - Red & Silver
4pcs-luxury-bread-bin-canister-set-white-gold,4pcs Luxury Bread Bin & Canister Set - White & Gold,"<p>Retro-style 4-piece kitchen storage set featuring a bread bin plus tea, coffee and sugar canisters. Glossy white finish with luxe gold accents and lettering.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-BBCS-WHITE-GOLD,539.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-NdMZJAOrbHADSglSUbQxGbbHk795Qe.png,4pcs Luxury Bread Bin & Canister Set - White & Gold
4pcs-luxury-bread-bin-canister-set-white-silver,4pcs Luxury Bread Bin & Canister Set - White & Silver,"<p>Retro-style 4-piece kitchen storage set featuring a bread bin plus tea, coffee and sugar canisters. Clean white finish with silver accents and lettering.</p>",Agri Hub SA,Kitchenware,kitchenware,TRUE,HL-BBCS-WHITE-SILVER,539.00,25,shopify,deny,manual,https://hebbkx1anhila5yf.public.blob.vercel-storage.com/image-HvyXmsGYkzefib2ZeYAundqpaaRKyX.png,4pcs Luxury Bread Bin & Canister Set - White & Silver
4pcs-premium-bed-sheet-set-beige-blue-floral,4pcs Premium Bed Sheet Set - Beige Blue Floral,"<p>The 4pcs Premium Bed Sheet Set in Beige Blue Floral features an elegant cream and beige striped base adorned with large blue blossoms. Soft, durable and finished beautifully. The 4-piece set includes 1 fitted sheet, 1 flat sheet and 2 standard pillowcases. Made from premium 100% polyester.</p>",Agri Hub SA,Bedding,bedding,TRUE,,195.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318745996-kmsylg.webp,4pcs Premium Bed Sheet Set - Beige Blue Floral
4pcs-premium-bed-sheet-set-beige-feather,4pcs Premium Bed Sheet Set - Beige Feather,"<p>The 4pcs Premium Bed Sheet Set in Beige Feather features a soft beige base with brown and black feather-leaf motifs. Soft, durable and finished beautifully. The 4-piece set includes 1 fitted sheet, 1 flat sheet and 2 standard pillowcases. Made from premium 100% polyester.</p>",Agri Hub SA,Bedding,bedding,TRUE,,195.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318747379-n92m3e.webp,4pcs Premium Bed Sheet Set - Beige Feather
4pcs-premium-bed-sheet-set-beige-grey-wave,4pcs Premium Bed Sheet Set - Beige Grey Wave,"<p>The 4pcs Premium Bed Sheet Set in Beige Grey Wave features a soft grey, beige and white flowing wave pattern. Soft, durable and finished beautifully. The 4-piece set includes 1 fitted sheet, 1 flat sheet and 2 standard pillowcases. Made from premium 100% polyester.</p>",Agri Hub SA,Bedding,bedding,TRUE,,195.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318747577-m3i4uq.webp,4pcs Premium Bed Sheet Set - Beige Grey Wave
4pcs-premium-bed-sheet-set-black-gold-stripe,4pcs Premium Bed Sheet Set - Black Gold Stripe,"<p>The 4pcs Premium Bed Sheet Set in Black Gold Stripe features bold black and white stripes with scattered gold hearts. Soft, durable and finished beautifully. The 4-piece set includes 1 fitted sheet, 1 flat sheet and 2 standard pillowcases. Made from premium 100% polyester.</p>",Agri Hub SA,Bedding,bedding,TRUE,,195.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318747880-mw2tao.webp,4pcs Premium Bed Sheet Set - Black Gold Stripe
4pcs-premium-bed-sheet-set-blue-abstract,4pcs Premium Bed Sheet Set - Blue Abstract,"<p>The 4pcs Premium Bed Sheet Set in Blue Abstract features a modern blue geometric brushstroke pattern. Soft, durable and finished beautifully. The 4-piece set includes 1 fitted sheet, 1 flat sheet and 2 standard pillowcases. Made from premium 100% polyester.</p>",Agri Hub SA,Bedding,bedding,TRUE,,195.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318747319-n9u6q2.webp,4pcs Premium Bed Sheet Set - Blue Abstract
4pcs-premium-bed-sheet-set-blue-beige-floral,4pcs Premium Bed Sheet Set - Blue Beige Floral,"<p>The 4pcs Premium Bed Sheet Set in Blue Beige Floral features a crisp white base with elegant blue and beige blossoms. Soft, durable and finished beautifully. The 4-piece set includes 1 fitted sheet, 1 flat sheet and 2 standard pillowcases. Made from premium 100% polyester.</p>",Agri Hub SA,Bedding,bedding,TRUE,,195.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318747569-484qe0.webp,4pcs Premium Bed Sheet Set - Blue Beige Floral
4pcs-premium-bed-sheet-set-blue-blossom,4pcs Premium Bed Sheet Set - Blue Blossom,"<p>The 4pcs Premium Bed Sheet Set in Blue Blossom features a soft blue base with white and green watercolour flowers. Soft, durable and finished beautifully. The 4-piece set includes 1 fitted sheet, 1 flat sheet and 2 standard pillowcases. Made from premium 100% polyester.</p>",Agri Hub SA,Bedding,bedding,TRUE,,195.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318748012-yt82mb.webp,4pcs Premium Bed Sheet Set - Blue Blossom
4pcs-premium-bed-sheet-set-blue-floral,4pcs Premium Bed Sheet Set - Blue Floral,"<p>The 4pcs Premium Bed Sheet Set in Blue Floral features a soft blue base with delicate white and green flowers. Soft, durable and finished beautifully. The 4-piece set includes 1 fitted sheet, 1 flat sheet and 2 standard pillowcases. Made from premium 100% polyester.</p>",Agri Hub SA,Bedding,bedding,TRUE,,195.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318745963-9npr0b.webp,4pcs Premium Bed Sheet Set - Blue Floral
4pcs-premium-bed-sheet-set-green-palm,4pcs Premium Bed Sheet Set - Green Palm,"<p>The 4pcs Premium Bed Sheet Set in Green Palm features a white and grey base with green and grey tropical palm leaves. Soft, durable and finished beautifully. The 4-piece set includes 1 fitted sheet, 1 flat sheet and 2 standard pillowcases. Made from premium 100% polyester.</p>",Agri Hub SA,Bedding,bedding,TRUE,,195.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318746676-cv4f30.webp,4pcs Premium Bed Sheet Set - Green Palm
4pcs-premium-bed-sheet-set-grey-brushstroke,4pcs Premium Bed Sheet Set - Grey Brushstroke,"<p>The 4pcs Premium Bed Sheet Set in Grey Brushstroke features a modern grey, black and white abstract brushstroke pattern. Soft, durable and finished beautifully. The 4-piece set includes 1 fitted sheet, 1 flat sheet and 2 standard pillowcases. Made from premium 100% polyester.</p>",Agri Hub SA,Bedding,bedding,TRUE,,195.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318747982-10ecdh.webp,4pcs Premium Bed Sheet Set - Grey Brushstroke
4pcs-premium-bed-sheet-set-grey-pink-floral,4pcs Premium Bed Sheet Set - Grey Pink Floral,"<p>The 4pcs Premium Bed Sheet Set in Grey Pink Floral features a soft grey base with pink and peach lilies. Soft, durable and finished beautifully. The 4-piece set includes 1 fitted sheet, 1 flat sheet and 2 standard pillowcases. Made from premium 100% polyester.</p>",Agri Hub SA,Bedding,bedding,TRUE,,195.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318746889-ca5am9.webp,4pcs Premium Bed Sheet Set - Grey Pink Floral
4pcs-premium-bed-sheet-set-grey-rose,4pcs Premium Bed Sheet Set - Grey Rose,"<p>The 4pcs Premium Bed Sheet Set in Grey Rose features a soft grey base with brown and cream roses. Soft, durable and finished beautifully. The 4-piece set includes 1 fitted sheet, 1 flat sheet and 2 standard pillowcases. Made from premium 100% polyester.</p>",Agri Hub SA,Bedding,bedding,TRUE,,195.00,50,shopify,deny,manual,https://tkhnvcciiwg6evoc.public.blob.vercel-storage.com/optimized/1783318746089-zq4cpj.webp,4pcs Premium Bed Sheet Set - Grey Rose
